Arachis_gene_ID,Lotus_gene_ID,Percent_identity,Alignment_length,Mismatches,Gap_opens,Q_start,Q_end,S_start,S_end,E_value,Bit_score
SDMP01000015.1,XM_057591201.1,94.03,67,4,0,11995499,11995565,2007,2073,9.63e-16,102.0
SDMP01000015.1,XM_057592066.1,83.703,632,103,0,57814115,57814746,600,1231,1.01e-164,597.0
SDMP01000015.1,XM_057592066.1,87.5,96,12,0,57812859,57812954,184,279,1.6e-18,111.0
SDMP01000015.1,XM_057591049.1,85.223,582,84,2,15981340,15981920,1728,1148,1.01e-164,597.0
SDMP01000015.1,XM_057591049.1,90.295,237,23,0,15984228,15984464,658,422,1.47e-78,311.0
SDMP01000015.1,XM_057591049.1,90.173,173,17,0,15983597,15983769,826,654,5.48e-53,226.0
SDMP01000015.1,XM_057591049.1,91.781,146,12,0,15982285,15982430,970,825,2.57e-46,204.0
SDMP01000015.1,XM_057591047.1,85.223,582,84,2,15981340,15981920,1880,1300,1.01e-164,597.0
SDMP01000015.1,XM_057591047.1,90.295,237,23,0,15984228,15984464,810,574,1.47e-78,311.0
SDMP01000015.1,XM_057591047.1,90.173,173,17,0,15983597,15983769,978,806,5.48e-53,226.0
SDMP01000015.1,XM_057591047.1,91.781,146,12,0,15982285,15982430,1122,977,2.57e-46,204.0
SDMP01000015.1,XM_057591046.1,85.223,582,84,2,15981340,15981920,1622,1042,1.01e-164,597.0
SDMP01000015.1,XM_057591046.1,90.295,237,23,0,15984228,15984464,552,316,1.47e-78,311.0
SDMP01000015.1,XM_057591046.1,90.173,173,17,0,15983597,15983769,720,548,5.48e-53,226.0
SDMP01000015.1,XM_057591046.1,91.781,146,12,0,15982285,15982430,864,719,2.57e-46,204.0
SDMP01000015.1,XM_057587065.1,78.869,937,158,24,128243427,128244330,1024,1953,1.01e-164,597.0
SDMP01000015.1,XM_057589766.1,83.84,625,101,0,45480,46104,1200,576,3.6200000000000006e-164,595.0
SDMP01000015.1,XM_057589766.1,82.159,454,69,9,46651,47098,576,129,3.97e-99,379.0
SDMP01000015.1,XM_057601163.1,81.78,719,120,8,8689849,8690562,1606,894,4.69e-163,592.0
SDMP01000015.1,XM_057601163.1,81.598,413,76,0,8689195,8689607,2011,1599,5.21e-88,342.0
SDMP01000015.1,XM_057599035.1,82.641,674,112,5,142866094,142866765,3377,2707,4.69e-163,592.0
SDMP01000015.1,XM_057601165.1,81.78,719,120,8,8689849,8690562,1597,885,4.69e-163,592.0
SDMP01000015.1,XM_057601165.1,81.598,413,76,0,8689195,8689607,2002,1590,5.21e-88,342.0
SDMP01000015.1,XM_057570011.1,96.629,356,11,1,27318894,27319249,57,411,1.69e-162,590.0
SDMP01000015.1,XM_057593420.1,81.405,726,125,2,150743371,150744096,1260,545,7.85e-161,584.0
SDMP01000015.1,XM_057593419.1,81.405,726,125,2,150743371,150744096,1332,617,7.85e-161,584.0
SDMP01000015.1,XM_057593418.1,81.405,726,125,2,150743371,150744096,1382,667,7.85e-161,584.0
SDMP01000015.1,XM_057593617.1,83.897,621,88,6,154039203,154039814,609,1226,2.8200000000000002e-160,582.0
SDMP01000015.1,XM_057593617.1,86.239,545,66,4,154040080,154040623,1221,1757,2.8200000000000002e-160,582.0
SDMP01000015.1,XM_057593617.1,88.732,71,8,0,154038952,154039022,540,610,2.7e-11,87.9
SDMP01000015.1,XM_057593396.1,87.6,500,60,2,150103900,150104398,1512,2010,3.65e-159,579.0
SDMP01000015.1,XM_057593396.1,89.112,349,29,2,150102690,150103038,1024,1363,5.03e-113,425.0
SDMP01000015.1,XM_057593396.1,89.404,151,16,0,150103507,150103657,1362,1512,1.9999999999999998e-42,191.0
SDMP01000015.1,XM_057578436.1,82.169,673,117,2,3364747,3365419,552,1221,4.72e-158,575.0
SDMP01000015.1,XM_057594247.1,84.122,592,91,3,141530256,141530846,670,1259,2.2000000000000002e-156,569.0
SDMP01000015.1,XM_057564669.1,89.083,458,50,0,149078344,149078801,874,417,2.2000000000000002e-156,569.0
SDMP01000015.1,XM_057580231.1,73.844,1514,358,30,39515761,39517260,200,1689,7.900000000000001e-156,568.0
SDMP01000015.1,XM_057594032.1,90.61,426,38,2,144615713,144616137,1599,1175,1.0200000000000001e-154,564.0
SDMP01000015.1,XM_057594032.1,84.0,200,32,0,144613767,144613966,2725,2526,5.56e-43,193.0
SDMP01000015.1,XM_057594032.1,90.909,132,12,0,144613538,144613669,2855,2724,1.5599999999999999e-38,178.0
SDMP01000015.1,XM_057602182.1,90.255,431,39,2,118028620,118029048,855,426,1.32e-153,560.0
SDMP01000015.1,XM_057602182.1,89.25,400,38,4,2922115,2922511,1,398,3.78e-134,496.0
SDMP01000015.1,XM_057602182.1,82.042,284,44,4,44439398,44439678,383,104,9.100000000000001e-56,235.0
SDMP01000015.1,XM_057602182.1,90.566,106,9,1,137810996,137811101,270,374,7.34e-27,139.0
SDMP01000015.1,XM_057585823.1,90.78,423,33,5,6056990,6057412,438,854,1.32e-153,560.0
SDMP01000015.1,XM_057585823.1,93.377,302,20,0,6057742,6058043,981,1282,1.0699999999999999e-119,448.0
SDMP01000015.1,XM_057585823.1,90.045,221,22,0,6058225,6058445,1278,1498,2.48e-71,287.0
SDMP01000015.1,XM_057585823.1,91.818,110,9,0,6056673,6056782,325,434,2.62e-31,154.0
SDMP01000015.1,XM_057585823.1,85.088,114,16,1,6058595,6058707,1490,1603,1.24e-19,115.0
SDMP01000015.1,XM_057585823.1,86.735,98,11,2,6059157,6059253,1670,1766,2.07e-17,108.0
SDMP01000015.1,XM_057588150.1,84.291,592,67,18,27313544,27314130,697,127,6.15e-152,555.0
SDMP01000015.1,XM_057588150.1,87.793,426,51,1,78922428,78922852,467,892,1.05e-134,497.0
SDMP01000015.1,XM_057588150.1,93.939,99,5,1,115920577,115920675,403,500,1.2200000000000001e-29,148.0
SDMP01000015.1,XM_057594281.1,77.083,1056,181,39,141138554,141139580,395,1418,2.21e-151,553.0
SDMP01000015.1,XM_057591150.1,85.797,521,74,0,12980264,12980784,1179,1699,2.21e-151,553.0
SDMP01000015.1,XM_057591150.1,85.797,521,74,0,12993402,12993922,1179,1699,2.21e-151,553.0
SDMP01000015.1,XM_057591150.1,85.797,521,74,0,12982867,12983387,1699,1179,2.21e-151,553.0
SDMP01000015.1,XM_057591150.1,85.668,307,42,2,12979583,12979888,737,1042,6.789999999999999e-82,322.0
SDMP01000015.1,XM_057591150.1,85.668,307,42,2,12992721,12993026,737,1042,6.789999999999999e-82,322.0
SDMP01000015.1,XM_057591150.1,84.615,312,39,8,12983763,12984071,1042,737,8.85e-76,302.0
SDMP01000015.1,XM_057591150.1,84.472,161,23,2,12978057,12978217,254,412,2.0300000000000002e-32,158.0
SDMP01000015.1,XM_057591150.1,84.472,161,23,2,12991194,12991354,254,412,2.0300000000000002e-32,158.0
SDMP01000015.1,XM_057591150.1,84.472,161,23,2,12985440,12985600,412,254,2.0300000000000002e-32,158.0
SDMP01000015.1,XM_057590166.1,88.428,458,53,0,1213011,1213468,866,1323,2.21e-151,553.0
SDMP01000015.1,XM_057590166.1,85.808,458,61,2,426897,427350,1323,866,2.94e-130,483.0
SDMP01000015.1,XM_057590166.1,84.13,460,67,4,13477636,13478091,866,1323,1.8e-117,440.0
SDMP01000015.1,XM_057590166.1,90.221,317,31,0,1212393,1212709,448,764,1.09e-109,414.0
SDMP01000015.1,XM_057590166.1,86.12,317,44,0,427657,427973,764,448,5.21e-88,342.0
SDMP01000015.1,XM_057590166.1,91.053,190,17,0,1214574,1214763,1800,1989,1.94e-62,257.0
SDMP01000015.1,XM_057590166.1,90.576,191,18,0,13479176,13479366,1800,1990,2.51e-61,254.0
SDMP01000015.1,XM_057590166.1,88.696,115,12,1,1212804,1212918,760,873,7.34e-27,139.0
SDMP01000015.1,XM_057590166.1,85.246,122,18,0,13476762,13476883,330,451,5.72e-23,126.0
SDMP01000015.1,XM_057590165.1,88.428,458,53,0,1213011,1213468,867,1324,2.21e-151,553.0
SDMP01000015.1,XM_057590165.1,85.808,458,61,2,426897,427350,1324,867,2.94e-130,483.0
SDMP01000015.1,XM_057590165.1,84.13,460,67,4,13477636,13478091,867,1324,1.8e-117,440.0
SDMP01000015.1,XM_057590165.1,90.221,317,31,0,1212393,1212709,449,765,1.09e-109,414.0
SDMP01000015.1,XM_057590165.1,86.12,317,44,0,427657,427973,765,449,5.21e-88,342.0
SDMP01000015.1,XM_057590165.1,91.053,190,17,0,1214574,1214763,1804,1993,1.94e-62,257.0
SDMP01000015.1,XM_057590165.1,90.576,191,18,0,13479176,13479366,1804,1994,2.51e-61,254.0
SDMP01000015.1,XM_057590165.1,88.696,115,12,1,1212804,1212918,761,874,7.34e-27,139.0
SDMP01000015.1,XM_057590165.1,85.246,122,18,0,13476762,13476883,331,452,5.72e-23,126.0
SDMP01000015.1,XM_057568078.1,84.381,557,87,0,3298557,3299113,1060,504,1.03e-149,547.0
SDMP01000015.1,XM_057568078.1,82.935,293,50,0,3298169,3298461,1351,1059,1.1600000000000001e-64,265.0
SDMP01000015.1,XM_057568077.1,84.353,556,87,0,3298558,3299113,1059,504,3.7e-149,545.0
SDMP01000015.1,XM_057568077.1,83.108,296,50,0,3298169,3298464,1354,1059,2.5000000000000003e-66,270.0
SDMP01000015.1,XM_057593493.1,87.395,476,57,1,152007828,152008303,523,995,1.33e-148,544.0
SDMP01000015.1,XM_057590763.1,87.342,474,58,2,24010610,24011082,1276,804,4.7900000000000004e-148,542.0
SDMP01000015.1,XM_057590763.1,81.762,488,78,9,24009184,24009667,1807,1327,1.0999999999999999e-104,398.0
SDMP01000015.1,XM_057590763.1,90.385,208,20,0,24012207,24012414,605,398,1.93e-67,274.0
SDMP01000015.1,XM_057590763.1,89.806,206,21,0,24011261,24011466,808,603,1.1600000000000001e-64,265.0
SDMP01000015.1,XM_057588093.1,80.891,696,126,6,58523900,58524591,1716,2408,4.7900000000000004e-148,542.0
SDMP01000015.1,XM_057575662.1,79.791,767,135,10,29356475,29357225,166,928,1.72e-147,540.0
SDMP01000015.1,XM_057601771.1,84.432,546,85,0,96801751,96802296,294,839,6.19e-147,538.0
SDMP01000015.1,XM_057590105.1,90.617,405,38,0,735270,735674,1024,1428,6.19e-147,538.0
SDMP01000015.1,XM_057590105.1,90.69,290,25,2,734491,734779,655,943,8.54e-101,385.0
SDMP01000015.1,XM_057590105.1,92.655,177,13,0,736109,736285,1620,1796,6.99e-62,255.0
SDMP01000015.1,XM_057590105.1,88.235,204,22,2,735806,736007,1419,1622,5.44e-58,243.0
SDMP01000015.1,XM_057590105.1,88.976,127,14,0,736394,736520,1802,1928,2.0300000000000002e-32,158.0
SDMP01000015.1,XM_057590105.1,92.0,100,7,1,736581,736679,1920,2019,7.34e-27,139.0
SDMP01000015.1,XM_057590105.1,93.59,78,5,0,736805,736882,2016,2093,3.44e-20,117.0
SDMP01000015.1,XM_057591517.1,90.268,411,39,1,28857748,28858158,1278,1687,2.23e-146,536.0
SDMP01000015.1,XM_057591517.1,86.349,315,43,0,28857343,28857657,969,1283,1.45e-88,344.0
SDMP01000015.1,XM_057593898.1,83.721,559,88,3,146930537,146931093,1231,674,4.82e-143,525.0
SDMP01000015.1,XM_057593898.1,87.603,121,14,1,146931412,146931532,613,494,7.34e-27,139.0
SDMP01000015.1,XM_057590494.1,86.475,488,54,4,4694954,4695441,376,851,4.82e-143,525.0
SDMP01000015.1,XM_057564670.1,88.785,428,48,0,149078374,149078801,847,420,4.82e-143,525.0
SDMP01000015.1,XM_057559597.1,83.478,575,83,5,149526002,149526576,4045,3483,4.82e-143,525.0
SDMP01000015.1,XM_057559597.1,92.222,90,7,0,149525318,149525407,4388,4299,1.5899999999999998e-23,128.0
SDMP01000015.1,XM_057564017.1,85.571,499,72,0,144528282,144528780,1050,1548,1.73e-142,523.0
SDMP01000015.1,XM_057564017.1,79.412,544,110,2,1303587,1304129,2337,1795,3.07e-100,383.0
SDMP01000015.1,XM_057559436.1,87.339,466,47,5,10478358,10478811,1659,1194,1.73e-142,523.0
SDMP01000015.1,XM_057559435.1,87.339,466,47,5,10478358,10478811,2120,1655,1.73e-142,523.0
SDMP01000015.1,XM_057559435.1,88.75,80,8,1,10480649,10480727,310,231,4.48e-14,97.1
SDMP01000015.1,XM_057559433.1,87.339,466,47,5,10478358,10478811,2299,1834,1.73e-142,523.0
SDMP01000015.1,XM_057559433.1,91.667,60,5,0,10480668,10480727,484,425,3.49e-10,84.2
SDMP01000015.1,XM_057559432.1,87.339,466,47,5,10478358,10478811,2401,1936,1.73e-142,523.0
SDMP01000015.1,XM_057559432.1,91.667,60,5,0,10480668,10480727,586,527,3.49e-10,84.2
SDMP01000015.1,XM_057559430.1,87.339,466,47,5,10478358,10478811,2505,2040,1.73e-142,523.0
SDMP01000015.1,XM_057559430.1,91.667,60,5,0,10480668,10480727,690,631,3.49e-10,84.2
SDMP01000015.1,XM_057559429.1,87.339,466,47,5,10478358,10478811,2579,2114,1.73e-142,523.0
SDMP01000015.1,XM_057559429.1,91.667,60,5,0,10480668,10480727,764,705,3.49e-10,84.2
SDMP01000015.1,XM_057559428.1,87.339,466,47,5,10478358,10478811,2425,1960,1.73e-142,523.0
SDMP01000015.1,XM_057559428.1,91.667,60,5,0,10480668,10480727,610,551,3.49e-10,84.2
SDMP01000015.1,XM_057559434.1,87.339,466,47,5,10478358,10478811,2105,1640,1.73e-142,523.0
SDMP01000015.1,XM_057559434.1,91.667,60,5,0,10480668,10480727,290,231,3.49e-10,84.2
SDMP01000015.1,XM_057559431.1,87.339,466,47,5,10478358,10478811,2381,1916,1.73e-142,523.0
SDMP01000015.1,XM_057559431.1,91.667,60,5,0,10480668,10480727,566,507,3.49e-10,84.2
SDMP01000015.1,XM_057592525.1,90.152,396,39,0,136853479,136853874,1446,1841,2.9e-140,516.0
SDMP01000015.1,XM_057592525.1,86.994,346,42,1,136853032,136853374,1102,1447,2.37e-101,387.0
SDMP01000015.1,XM_057592525.1,82.396,409,57,8,136854021,136854423,1839,2238,5.21e-88,342.0
SDMP01000015.1,XM_057592525.1,85.235,149,22,0,136852726,136852874,954,1102,2.62e-31,154.0
SDMP01000015.1,XM_057592525.1,83.704,135,22,0,136851394,136851528,379,513,1.5899999999999998e-23,128.0
SDMP01000015.1,XM_057592523.1,90.152,396,39,0,136853479,136853874,1842,2237,2.9e-140,516.0
SDMP01000015.1,XM_057592523.1,86.994,346,42,1,136853032,136853374,1498,1843,2.37e-101,387.0
SDMP01000015.1,XM_057592523.1,82.396,409,57,8,136854021,136854423,2235,2634,5.21e-88,342.0
SDMP01000015.1,XM_057592523.1,85.235,149,22,0,136852726,136852874,1350,1498,2.62e-31,154.0
SDMP01000015.1,XM_057592523.1,83.824,136,22,0,136851393,136851528,774,909,4.42e-24,130.0
SDMP01000015.1,XM_057592522.1,90.152,396,39,0,136853479,136853874,1850,2245,2.9e-140,516.0
SDMP01000015.1,XM_057592522.1,86.994,346,42,1,136853032,136853374,1506,1851,2.37e-101,387.0
SDMP01000015.1,XM_057592522.1,82.396,409,57,8,136854021,136854423,2243,2642,5.21e-88,342.0
SDMP01000015.1,XM_057592522.1,85.235,149,22,0,136852726,136852874,1358,1506,2.62e-31,154.0
SDMP01000015.1,XM_057592522.1,83.824,136,22,0,136851393,136851528,782,917,4.42e-24,130.0
SDMP01000015.1,XM_057592521.1,90.152,396,39,0,136853479,136853874,1988,2383,2.9e-140,516.0
SDMP01000015.1,XM_057592521.1,86.994,346,42,1,136853032,136853374,1644,1989,2.37e-101,387.0
SDMP01000015.1,XM_057592521.1,82.396,409,57,8,136854021,136854423,2381,2780,5.21e-88,342.0
SDMP01000015.1,XM_057592521.1,85.235,149,22,0,136852726,136852874,1496,1644,2.62e-31,154.0
SDMP01000015.1,XM_057592521.1,83.824,136,22,0,136851393,136851528,920,1055,4.42e-24,130.0
SDMP01000015.1,XM_057592419.1,83.016,577,90,6,131741349,131741919,612,1186,2.9e-140,516.0
SDMP01000015.1,XM_057560113.1,76.843,963,194,20,115332012,115332958,1370,421,2.9e-140,516.0
SDMP01000015.1,XM_057560113.1,84.286,70,11,0,147433051,147433120,1436,1367,9.77e-06,69.4
SDMP01000015.1,XM_057564438.1,83.696,552,82,7,18204330,18204876,143,691,1.04e-139,514.0
SDMP01000015.1,XM_057564438.1,90.217,92,9,0,18205426,18205517,691,782,2.6600000000000002e-21,121.0
SDMP01000015.1,XM_057575919.1,89.383,405,43,0,119371531,119371935,1282,1686,1.3499999999999998e-138,510.0
SDMP01000015.1,XM_057575468.1,88.702,416,45,2,139679256,139679670,890,1304,1.75e-137,507.0
SDMP01000015.1,XM_057592334.1,82.918,562,88,5,124106908,124107461,1832,1271,2.92e-135,499.0
SDMP01000015.1,XM_057592334.1,85.552,353,38,7,124108847,124109195,877,534,1.86e-92,357.0
SDMP01000015.1,XM_057591423.1,82.003,589,104,2,8364181,8364768,2595,2008,2.92e-135,499.0
SDMP01000015.1,XM_057591423.1,87.368,190,24,0,8361886,8362075,3353,3164,9.17e-51,219.0
SDMP01000015.1,XM_057591423.1,91.453,117,10,0,8364847,8364963,2011,1895,1.57e-33,161.0
SDMP01000015.1,XM_057591423.1,84.076,157,25,0,8358850,8359006,4030,3874,9.43e-31,152.0
SDMP01000015.1,XM_057591423.1,95.588,68,3,0,8362506,8362573,3167,3100,5.76e-18,110.0
SDMP01000015.1,XM_057600777.1,83.457,538,85,4,143519210,143519745,653,118,1.05e-134,497.0
SDMP01000015.1,XM_057600777.1,87.5,216,27,0,143513717,143513932,2370,2155,3.25e-60,250.0
SDMP01000015.1,XM_057600777.1,88.125,160,19,0,143514319,143514478,2069,1910,1.9999999999999998e-42,191.0
SDMP01000015.1,XM_057600777.1,87.578,161,20,0,143517881,143518041,1243,1083,2.58e-41,187.0
SDMP01000015.1,XM_057600777.1,91.473,129,11,0,143513094,143513222,2495,2367,1.5599999999999999e-38,178.0
SDMP01000015.1,XM_057600777.1,90.351,114,11,0,143517066,143517179,1360,1247,3.39e-30,150.0
SDMP01000015.1,XM_057600777.1,87.5,128,12,3,143510743,143510868,3286,3161,1.58e-28,145.0
SDMP01000015.1,XM_057592081.1,81.788,604,101,6,67466602,67467202,588,1185,1.05e-134,497.0
SDMP01000015.1,XM_057592081.1,78.814,118,21,4,67464647,67464761,159,275,5.84e-08,76.8
SDMP01000015.1,XM_057592080.1,81.788,604,101,6,67466602,67467202,883,1480,1.05e-134,497.0
SDMP01000015.1,XM_057592080.1,78.992,119,21,4,67464647,67464762,159,276,1.62e-08,78.7
SDMP01000015.1,XM_057563377.1,79.688,704,129,11,130287895,130288594,2349,3042,3.78e-134,496.0
SDMP01000015.1,XM_057563377.1,80.775,645,104,8,130289227,130289858,3111,3748,2.28e-131,486.0
SDMP01000015.1,XM_057563377.1,88.372,258,30,0,130286660,130286917,2088,2345,1.47e-78,311.0
SDMP01000015.1,XM_057563377.1,91.083,157,14,0,130285450,130285606,1808,1964,4.26e-49,213.0
SDMP01000015.1,XM_057563377.1,84.135,208,33,0,130285138,130285345,1600,1807,9.23e-46,202.0
SDMP01000015.1,XM_057563377.1,88.636,44,3,2,130284882,130284924,1499,1541,0.98,52.8
SDMP01000015.1,XM_057563376.1,79.688,704,129,11,130287895,130288594,2348,3041,3.78e-134,496.0
SDMP01000015.1,XM_057563376.1,80.775,645,104,8,130289227,130289858,3110,3747,2.28e-131,486.0
SDMP01000015.1,XM_057563376.1,88.372,258,30,0,130286660,130286917,2087,2344,1.47e-78,311.0
SDMP01000015.1,XM_057563376.1,91.083,157,14,0,130285450,130285606,1807,1963,4.26e-49,213.0
SDMP01000015.1,XM_057563376.1,84.135,208,33,0,130285138,130285345,1599,1806,9.23e-46,202.0
SDMP01000015.1,XM_057563376.1,88.636,44,3,2,130284882,130284924,1498,1540,0.98,52.8
SDMP01000015.1,XM_057559646.1,87.915,422,49,2,153873550,153873970,508,928,3.78e-134,496.0
SDMP01000015.1,XM_057565998.1,79.678,684,139,0,149982876,149983559,882,1565,1.3600000000000001e-133,494.0
SDMP01000015.1,XM_057565998.1,80.307,391,74,3,149981754,149982143,277,665,5.32e-73,292.0
SDMP01000015.1,XM_057593373.1,82.857,560,78,12,149526037,149526596,3845,3304,2.28e-131,486.0
SDMP01000015.1,XM_057593373.1,87.222,180,19,3,149524908,149525085,4374,4197,9.23e-46,202.0
SDMP01000015.1,XM_057593373.1,92.222,90,7,0,149525318,149525407,4196,4107,1.5899999999999998e-23,128.0
SDMP01000015.1,XM_057593930.1,82.664,548,93,2,147551178,147551724,1121,575,8.19e-131,484.0
SDMP01000015.1,XM_057594201.1,83.883,515,74,6,142303083,142303588,193,707,2.94e-130,483.0
SDMP01000015.1,XM_057594201.1,83.765,425,67,2,142304942,142305365,961,1384,8.48e-106,401.0
SDMP01000015.1,XM_057592389.1,90.08,373,36,1,128774815,128775186,3065,3437,2.94e-130,483.0
SDMP01000015.1,XM_057592389.1,92.576,229,17,0,128774180,128774408,2680,2908,4.06e-84,329.0
SDMP01000015.1,XM_057592389.1,88.889,243,27,0,128773796,128774038,2443,2685,3.18e-75,300.0
SDMP01000015.1,XM_057592389.1,91.244,217,19,0,128772666,128772882,1983,2199,4.1199999999999995e-74,296.0
SDMP01000015.1,XM_057592389.1,93.567,171,11,0,128774495,128774665,2904,3074,6.99e-62,255.0
SDMP01000015.1,XM_057592389.1,93.913,115,7,0,128767722,128767836,1014,1128,2.01e-37,174.0
SDMP01000015.1,XM_057592389.1,93.519,108,7,0,128770242,128770349,1569,1676,1.57e-33,161.0
SDMP01000015.1,XM_057592389.1,92.405,79,6,0,128768242,128768320,1228,1306,4.45e-19,113.0
SDMP01000015.1,XM_057592389.1,86.275,102,14,0,128772330,128772431,1816,1917,1.6e-18,111.0
SDMP01000015.1,XM_057573471.1,89.119,386,42,0,343450,343835,896,1281,1.06e-129,481.0
SDMP01000015.1,XM_057573471.1,89.137,313,34,0,344186,344498,1278,1590,1.84e-102,390.0
SDMP01000015.1,XM_057573471.1,90.076,262,26,0,335692,335953,642,903,1.87e-87,340.0
SDMP01000015.1,XM_057573471.1,90.076,262,26,0,343045,343306,642,903,1.87e-87,340.0
SDMP01000015.1,XM_057573471.1,86.434,258,35,0,345392,345649,1788,2045,3.2000000000000004e-70,283.0
SDMP01000015.1,XM_057573471.1,90.244,205,20,0,345004,345208,1586,1790,8.97e-66,268.0
SDMP01000015.1,XM_057573471.1,90.667,150,14,0,333486,333635,500,649,3.3199999999999996e-45,200.0
SDMP01000015.1,XM_057573471.1,90.667,150,14,0,340824,340973,500,649,3.3199999999999996e-45,200.0
SDMP01000015.1,XM_057590999.1,92.537,335,24,1,17960097,17960430,1670,1336,3.8100000000000005e-129,479.0
SDMP01000015.1,XM_057590999.1,75.844,977,164,37,17958043,17958983,2769,1829,1.08e-114,431.0
SDMP01000015.1,XM_057590999.1,89.167,120,13,0,17962769,17962888,747,628,3.39e-30,150.0
SDMP01000015.1,XM_057590999.1,88.596,114,13,0,17960715,17960828,1272,1159,7.34e-27,139.0
SDMP01000015.1,XM_057590999.1,93.827,81,5,0,17962595,17962675,825,745,7.39e-22,122.0
SDMP01000015.1,XM_057590999.1,93.333,75,3,1,17960545,17960617,1337,1263,5.76e-18,110.0
SDMP01000015.1,XM_057590999.1,93.103,58,4,0,17961441,17961498,990,933,9.7e-11,86.1
SDMP01000015.1,XM_057591564.1,75.217,1037,242,12,11635137,11636166,1673,645,1.3699999999999998e-128,477.0
SDMP01000015.1,XM_057591564.1,76.016,763,175,8,64344178,64344936,1636,878,6.6e-102,388.0
SDMP01000015.1,XM_057591564.1,75.0,812,195,7,92139785,92140592,1447,640,8.6e-96,368.0
SDMP01000015.1,XM_057591451.1,90.909,352,32,0,8674568,8674919,1333,982,1.77e-127,473.0
SDMP01000015.1,XM_057591451.1,87.633,283,31,2,8674172,8674452,1612,1332,5.25e-83,326.0
SDMP01000015.1,XM_057591451.1,84.302,344,36,5,8673695,8674038,1933,1608,2.4399999999999997e-81,320.0
SDMP01000015.1,XM_057591451.1,87.085,271,33,2,8675135,8675404,980,711,6.8400000000000005e-77,305.0
SDMP01000015.1,XM_057591923.1,87.348,411,52,0,41858327,41858737,1717,1307,6.37e-127,472.0
SDMP01000015.1,XM_057591923.1,85.057,261,36,1,41862631,41862891,591,334,4.18e-64,263.0
SDMP01000015.1,XM_057591923.1,87.33,221,19,8,41857555,41857774,1946,1734,1.5100000000000002e-58,244.0
SDMP01000015.1,XM_057591923.1,91.0,100,9,0,41860686,41860785,1160,1061,9.500000000000001e-26,135.0
SDMP01000015.1,XM_057565626.1,79.794,678,113,17,124106791,124107461,2176,1516,6.37e-127,472.0
SDMP01000015.1,XM_057560969.1,88.131,396,47,0,136853479,136853874,1814,2209,6.37e-127,472.0
SDMP01000015.1,XM_057560969.1,86.88,343,40,4,136854021,136854362,2207,2545,3.97e-99,379.0
SDMP01000015.1,XM_057560969.1,94.595,37,2,0,136850507,136850543,253,289,0.021,58.4
SDMP01000015.1,XM_057593881.1,85.242,454,65,2,146618484,146618936,575,123,2.96e-125,466.0
SDMP01000015.1,XM_057593596.1,85.909,440,56,6,153873545,153873980,602,1039,1.07e-124,464.0
SDMP01000015.1,XM_057593596.1,87.975,158,19,0,153874077,153874234,1038,1195,2.58e-41,187.0
SDMP01000015.1,XM_057590954.1,77.751,836,132,17,15837695,15838488,1922,1099,1.07e-124,464.0
SDMP01000015.1,XM_057590954.1,77.512,836,136,15,15827364,15828156,1922,1096,6.42e-122,455.0
SDMP01000015.1,XM_057590954.1,84.12,466,65,8,18781219,18781681,137,596,5e-118,442.0
SDMP01000015.1,XM_057590954.1,79.897,582,109,5,18782310,18782887,697,1274,2.34e-111,420.0
SDMP01000015.1,XM_057590954.1,80.576,556,96,6,15858572,15859124,1922,1376,8.42e-111,418.0
SDMP01000015.1,XM_057590954.1,76.471,833,135,19,15909593,15910373,1922,1099,3.9499999999999996e-104,396.0
SDMP01000015.1,XM_057590954.1,78.839,534,92,13,15805452,15805976,1897,1376,1.87e-87,340.0
SDMP01000015.1,XM_057590954.1,78.175,559,101,11,15793534,15794083,1922,1376,2.4300000000000003e-86,337.0
SDMP01000015.1,XM_057590954.1,78.097,557,92,16,15868002,15868538,1922,1376,5.25e-83,326.0
SDMP01000015.1,XM_057590953.1,77.751,836,132,17,15837695,15838488,1917,1094,1.07e-124,464.0
SDMP01000015.1,XM_057590953.1,77.512,836,136,15,15827364,15828156,1917,1091,6.42e-122,455.0
SDMP01000015.1,XM_057590953.1,83.929,448,63,8,18781237,18781681,150,591,2.34e-111,420.0
SDMP01000015.1,XM_057590953.1,79.897,582,109,5,18782310,18782887,692,1269,2.34e-111,420.0
SDMP01000015.1,XM_057590953.1,80.576,556,96,6,15858572,15859124,1917,1371,8.42e-111,418.0
SDMP01000015.1,XM_057590953.1,76.471,833,135,19,15909593,15910373,1917,1094,3.9499999999999996e-104,396.0
SDMP01000015.1,XM_057590953.1,78.839,534,92,13,15805452,15805976,1892,1371,1.87e-87,340.0
SDMP01000015.1,XM_057590953.1,78.175,559,101,11,15793534,15794083,1917,1371,2.4300000000000003e-86,337.0
SDMP01000015.1,XM_057590953.1,78.097,557,92,16,15868002,15868538,1917,1371,5.25e-83,326.0
SDMP01000015.1,XM_057590951.1,77.751,836,132,17,15837695,15838488,2833,2010,1.07e-124,464.0
SDMP01000015.1,XM_057590951.1,77.512,836,136,15,15827364,15828156,2833,2007,6.42e-122,455.0
SDMP01000015.1,XM_057590951.1,79.897,582,109,5,18782310,18782887,1608,2185,2.34e-111,420.0
SDMP01000015.1,XM_057590951.1,83.893,447,63,8,18781238,18781681,1067,1507,8.42e-111,418.0
SDMP01000015.1,XM_057590951.1,80.576,556,96,6,15858572,15859124,2833,2287,8.42e-111,418.0
